#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
Tadh-TriadG50933	10228.TriadP50933	1.29e-298	814.0	COG0204@1|root,KOG2898@2759|Eukaryota,38G7K@33154|Opisthokonta,3BAXG@33208|Metazoa	33208|Metazoa	I	sn-1-glycerol-3-phosphate C16:0-DCA-CoA acyl transferase activity	AGPAT6	GO:0002064,GO:0002065,GO:0002066,GO:0002067,GO:0002068,GO:0002069,GO:0002070,GO:0002071,GO:0003674,GO:0003824,GO:0003841,GO:0004366,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006082,GO:0006139,GO:0006163,GO:0006629,GO:0006631,GO:0006637,GO:0006638,GO:0006639,GO:0006641,GO:0006644,GO:0006650,GO:0006654,GO:0006656,GO:0006725,GO:0006732,GO:0006753,GO:0006790,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0007275,GO:0007589,GO:0007595,GO:0008150,GO:0008152,GO:0008374,GO:0008610,GO:0008654,GO:0009058,GO:0009117,GO:0009150,GO:0009259,GO:0009888,GO:0009966,GO:0009987,GO:0010646,GO:0012505,GO:0016020,GO:0016021,GO:0016411,GO:0016740,GO:0016746,GO:0016747,GO:0019432,GO:0019637,GO:0019693,GO:0019752,GO:0021700,GO:0023051,GO:0030154,GO:0030176,GO:0030855,GO:0030879,GO:0031224,GO:0031227,GO:0031984,GO:0032006,GO:0032501,GO:0032502,GO:0032787,GO:0033865,GO:0033875,GO:0034032,GO:0034641,GO:0035383,GO:0040008,GO:0040014,GO:0042171,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043603,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045017,GO:0046339,GO:0046460,GO:0046463,GO:0046470,GO:0046473,GO:0046474,GO:0046483,GO:0046486,GO:0046903,GO:0048468,GO:0048469,GO:0048513,GO:0048583,GO:0048638,GO:0048731,GO:0048732,GO:0048856,GO:0048869,GO:0050789,GO:0050793,GO:0050794,GO:0050878,GO:0051179,GO:0051186,GO:0051234,GO:0051239,GO:0055086,GO:0060429,GO:0065007,GO:0065008,GO:0071617,GO:0071695,GO:0071704,GO:0072521,GO:0090407,GO:0097164,GO:0098827,GO:1901135,GO:1901360,GO:1901564,GO:1901566,GO:1901576,GO:1902531	2.3.1.15	ko:K13506	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110	M00089	R00851,R09380	RC00004,RC00039,RC00041	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	Acyltransferase
Tadh-TriadG31282	10228.TriadP31282	1.38e-225	620.0	KOG1976@1|root,KOG1976@2759|Eukaryota,38CHV@33154|Opisthokonta,3BBPN@33208|Metazoa	33208|Metazoa	I	inositol-polyphosphate 5-phosphatase activity	-	GO:0000003,GO:0003006,GO:0003674,GO:0003824,GO:0006629,GO:0006644,GO:0006650,GO:0006793,GO:0006796,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0007173,GO:0007275,GO:0007276,GO:0007292,GO:0007548,GO:0008150,GO:0008152,GO:0008406,GO:0009653,GO:0009887,GO:0009987,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019637,GO:0019932,GO:0019953,GO:0022414,GO:0023052,GO:0030258,GO:0030728,GO:0032501,GO:0032502,GO:0032504,GO:0035112,GO:0035262,GO:0035556,GO:0038127,GO:0040035,GO:0042578,GO:0044237,GO:0044238,GO:0044255,GO:0044703,GO:0045137,GO:0046486,GO:0046488,GO:0046839,GO:0046856,GO:0048016,GO:0048513,GO:0048608,GO:0048609,GO:0048731,GO:0048806,GO:0048815,GO:0048856,GO:0050789,GO:0050794,GO:0050896,GO:0051704,GO:0051716,GO:0052745,GO:0061458,GO:0065007,GO:0071704	3.1.3.56	ko:K01106	ko00562,ko01100,ko04070,map00562,map01100,map04070	M00131	R03394,R03430	RC00078	ko00000,ko00001,ko00002,ko01000	-	-	-	Exo_endo_phos
Tadh-TriadG60762	10228.TriadP60762	2.01e-216	598.0	KOG3894@1|root,KOG3894@2759|Eukaryota,38HCA@33154|Opisthokonta,3BGVA@33208|Metazoa	33208|Metazoa	U	positive regulation of ER to Golgi vesicle-mediated transport	STX18	GO:0000149,GO:0003674,GO:0005484,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0005938,GO:0006810,GO:0006888,GO:0006890,GO:0006996,GO:0007029,GO:0007154,GO:0007267,GO:0007268,GO:0007274,GO:0007528,GO:0008150,GO:0009987,GO:0010256,GO:0010638,GO:0012505,GO:0016020,GO:0016043,GO:0016192,GO:0019904,GO:0023052,GO:0031201,GO:0031594,GO:0031984,GO:0032386,GO:0032388,GO:0032879,GO:0032991,GO:0033043,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044087,GO:0044089,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0045202,GO:0046907,GO:0048193,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0050808,GO:0051049,GO:0051050,GO:0051128,GO:0051130,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0060341,GO:0060627,GO:0060628,GO:0061024,GO:0061025,GO:0065007,GO:0071840,GO:0071944,GO:0090158,GO:0098796,GO:0098827,GO:0098916,GO:0099536,GO:0099537,GO:0099568,GO:1902115,GO:1902117,GO:1902953,GO:1903358	-	ko:K08492	ko04130,ko04145,map04130,map04145	-	-	-	ko00000,ko00001,ko04131	-	-	-	Syntaxin-18_N
Tadh-TriadG60763	10228.TriadP60763	1.73e-108	313.0	KOG4706@1|root,KOG4706@2759|Eukaryota,3AAUR@33154|Opisthokonta,3BV6N@33208|Metazoa	33208|Metazoa	S	Ribosome biogenesis protein Nop16	-	-	-	-	-	-	-	-	-	-	-	-	Nop16
Tadh-TriadG31335	10228.TriadP31335	5.11e-244	668.0	COG5237@1|root,KOG2970@2759|Eukaryota,39RGE@33154|Opisthokonta,3BC8H@33208|Metazoa	33208|Metazoa	S	GPI anchor metabolic process	PGAP3	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0006505,GO:0006629,GO:0006643,GO:0006644,GO:0006650,GO:0006664,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0009987,GO:0012505,GO:0016020,GO:0016787,GO:0016788,GO:0019637,GO:0031224,GO:0031227,GO:0031984,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044237,GO:0044238,GO:0044255,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0046486,GO:0046488,GO:0071704,GO:0098827,GO:1901135,GO:1903509	-	-	-	-	-	-	-	-	-	-	Per1
Tadh-TriadG60765	10228.TriadP60765	1.45e-186	518.0	2B54X@1|root,2S0I9@2759|Eukaryota,38FDF@33154|Opisthokonta,3BMKG@33208|Metazoa	33208|Metazoa	S	Testicular haploid expressed repeat	THEGL	-	-	-	-	-	-	-	-	-	-	-	THEG
Tadh-TriadG60766	10228.TriadP60766	6.86e-174	485.0	KOG0073@1|root,KOG0073@2759|Eukaryota	2759|Eukaryota	J	GTP binding	ARL10	-	-	ko:K07944,ko:K07958	-	-	-	-	ko00000,ko03036,ko04031	-	-	-	Arf
Tadh-TriadG31406	10228.TriadP31406	2.58e-254	697.0	COG0142@1|root,KOG0711@2759|Eukaryota,38DEA@33154|Opisthokonta,3BBXF@33208|Metazoa	33208|Metazoa	H	dimethylallyltranstransferase activity	FDPS	GO:0000003,GO:0001558,GO:0003674,GO:0003824,GO:0004161,GO:0004337,GO:0004659,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005737,GO:0005739,GO:0005759,GO:0005777,GO:0005829,GO:0006066,GO:0006629,GO:0006644,GO:0006694,GO:0006695,GO:0006720,GO:0006721,GO:0006793,GO:0006796,GO:0006928,GO:0007276,GO:0008150,GO:0008152,GO:0008202,GO:0008203,GO:0008299,GO:0008354,GO:0008610,GO:0008654,GO:0009058,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010611,GO:0010613,GO:0010720,GO:0010893,GO:0014742,GO:0014743,GO:0016114,GO:0016125,GO:0016126,GO:0016202,GO:0016477,GO:0016740,GO:0016765,GO:0019216,GO:0019218,GO:0019222,GO:0019637,GO:0019953,GO:0022412,GO:0022414,GO:0030307,GO:0031974,GO:0031981,GO:0032501,GO:0032504,GO:0040008,GO:0040011,GO:0042579,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043502,GO:0044057,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044422,GO:0044424,GO:0044428,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045337,GO:0045338,GO:0045540,GO:0045542,GO:0045595,GO:0045597,GO:0045834,GO:0045844,GO:0045927,GO:0045940,GO:0046165,GO:0046620,GO:0046622,GO:0046889,GO:0046890,GO:0048518,GO:0048522,GO:0048583,GO:0048609,GO:0048634,GO:0048636,GO:0048638,GO:0048639,GO:0048870,GO:0050789,GO:0050793,GO:0050794,GO:0050810,GO:0051094,GO:0051128,GO:0051147,GO:0051149,GO:0051153,GO:0051155,GO:0051179,GO:0051239,GO:0051240,GO:0051674,GO:0051704,GO:0055021,GO:0055023,GO:0055024,GO:0055025,GO:0060284,GO:0060420,GO:0060421,GO:0061050,GO:0061051,GO:0062012,GO:0062013,GO:0065007,GO:0070013,GO:0071704,GO:0080090,GO:0090181,GO:0090205,GO:0090257,GO:0090407,GO:0106118,GO:0106120,GO:1901360,GO:1901362,GO:1901576,GO:1901615,GO:1901617,GO:1901861,GO:1901863,GO:1902652,GO:1902653,GO:1902930,GO:1902932,GO:1905207,GO:1905209,GO:2000026,GO:2000725,GO:2000727	2.5.1.1,2.5.1.10	ko:K00787	ko00900,ko01100,ko01110,ko01130,ko05164,ko05166,map00900,map01100,map01110,map01130,map05164,map05166	M00366,M00367	R01658,R02003	RC00279	ko00000,ko00001,ko00002,ko01000,ko01006	-	-	-	RUN,SH3_9,polyprenyl_synt
Tadh-TriadG60769	10228.TriadP60769	0.0	3249.0	2CME1@1|root,2QQ39@2759|Eukaryota,38GQQ@33154|Opisthokonta,3BHJB@33208|Metazoa	33208|Metazoa	-	-	CFAP43	GO:0001932,GO:0001933,GO:0003674,GO:0004857,GO:0004860,GO:0006469,GO:0008150,GO:0009892,GO:0009966,GO:0009968,GO:0010563,GO:0010605,GO:0010646,GO:0010648,GO:0010941,GO:0019207,GO:0019210,GO:0019220,GO:0019222,GO:0019887,GO:0023051,GO:0023057,GO:0030234,GO:0031323,GO:0031324,GO:0031399,GO:0031400,GO:0032268,GO:0032269,GO:0033673,GO:0042325,GO:0042326,GO:0042981,GO:0043066,GO:0043067,GO:0043069,GO:0043086,GO:0043549,GO:0044092,GO:0045859,GO:0045936,GO:0048519,GO:0048523,GO:0048583,GO:0048585,GO:0050789,GO:0050790,GO:0050794,GO:0051171,GO:0051172,GO:0051174,GO:0051246,GO:0051248,GO:0051338,GO:0051348,GO:0060255,GO:0060548,GO:0065007,GO:0065009,GO:0080090,GO:0098772,GO:1902041,GO:1902042,GO:2001233,GO:2001234,GO:2001236,GO:2001237	-	-	-	-	-	-	-	-	-	-	-
Tadh-TriadG31352	10228.TriadP31352	0.0	899.0	COG1643@1|root,KOG0922@2759|Eukaryota,38BD3@33154|Opisthokonta,3B9GM@33208|Metazoa	33208|Metazoa	A	ATP-dependent RNA helicase	DHX34	GO:0000956,GO:0003674,GO:0003676,GO:0003723,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006396,GO:0006401,GO:0006402,GO:0006725,GO:0006807,GO:0008026,GO:0008150,GO:0008152,GO:0008186,GO:0009056,GO:0009057,GO:0009892,GO:0009893,GO:0009894,GO:0009895,GO:0009987,GO:0010467,GO:0010468,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0016070,GO:0016071,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019219,GO:0019222,GO:0019439,GO:0031323,GO:0031324,GO:0031329,GO:0031330,GO:0034641,GO:0034655,GO:0042623,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0045934,GO:0046483,GO:0046700,GO:0048518,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0061013,GO:0065007,GO:0070035,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0140098,GO:1901360,GO:1901361,GO:1901363,GO:1901575,GO:1902369,GO:1902373,GO:1903311,GO:1903312,GO:2000622,GO:2000623	3.6.4.13	ko:K20101	-	-	-	-	ko00000,ko01000,ko03019	-	-	-	DEAD,HA2,Helicase_C,OB_NTP_bind
Tadh-TriadG31346	10228.TriadP31346	7.12e-227	625.0	COG0464@1|root,KOG0740@2759|Eukaryota,38D9T@33154|Opisthokonta,3BCFM@33208|Metazoa	33208|Metazoa	O	microtubule-severing ATPase activity	FIGNL1	GO:0000003,GO:0000018,GO:0000070,GO:0000226,GO:0000228,GO:0000278,GO:0000280,GO:0000287,GO:0000819,GO:0001503,GO:0001649,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0005737,GO:0005813,GO:0005815,GO:0005856,GO:0006139,GO:0006163,GO:0006282,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0006996,GO:0007010,GO:0007017,GO:0007049,GO:0007059,GO:0007140,GO:0007276,GO:0007346,GO:0008017,GO:0008092,GO:0008150,GO:0008152,GO:0008283,GO:0008568,GO:0009117,GO:0009123,GO:0009126,GO:0009141,GO:0009144,GO:0009150,GO:0009161,GO:0009167,GO:0009199,GO:0009205,GO:0009259,GO:0009314,GO:0009611,GO:0009628,GO:0009966,GO:0009968,GO:0009987,GO:0010212,GO:0010569,GO:0010646,GO:0010648,GO:0010941,GO:0015630,GO:0015631,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0017144,GO:0019219,GO:0019222,GO:0019637,GO:0019693,GO:0019953,GO:0022402,GO:0022412,GO:0022414,GO:0023051,GO:0023057,GO:0030154,GO:0031110,GO:0031114,GO:0031323,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032504,GO:0032886,GO:0033043,GO:0033687,GO:0034641,GO:0042623,GO:0042981,GO:0043066,GO:0043067,GO:0043069,GO:0043167,GO:0043169,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043244,GO:0044237,GO:0044238,GO:0044281,GO:0044422,GO:0044424,GO:0044428,GO:0044430,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045787,GO:0045931,GO:0046034,GO:0046483,GO:0046872,GO:0048232,GO:0048285,GO:0048471,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048585,GO:0048609,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051013,GO:0051052,GO:0051128,GO:0051171,GO:0051276,GO:0051321,GO:0051493,GO:0051704,GO:0051716,GO:0051726,GO:0055086,GO:0060255,GO:0060548,GO:0065007,GO:0070013,GO:0070507,GO:0071214,GO:0071478,GO:0071479,GO:0071704,GO:0071840,GO:0072521,GO:0080090,GO:0080134,GO:0080135,GO:0098813,GO:0104004,GO:0140013,GO:0140014,GO:0140096,GO:1901135,GO:1901360,GO:1901564,GO:1901879,GO:1902531,GO:1902532,GO:1902903,GO:1903046,GO:1903047,GO:2000779,GO:2001020,GO:2001233,GO:2001234,GO:2001242,GO:2001243	-	-	-	-	-	-	-	-	-	-	AAA,Vps4_C
Tadh-TriadG60772	10228.TriadP60772	7.83e-197	544.0	KOG3927@1|root,KOG3927@2759|Eukaryota,38IZ2@33154|Opisthokonta,3BBV1@33208|Metazoa	33208|Metazoa	P	positive regulation of potassium ion import	ATP1B2	GO:0001671,GO:0002028,GO:0002376,GO:0003674,GO:0003824,GO:0005215,GO:0005391,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0005887,GO:0005890,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0006814,GO:0006873,GO:0006875,GO:0006883,GO:0006928,GO:0007154,GO:0008016,GO:0008047,GO:0008150,GO:0008324,GO:0008556,GO:0009987,GO:0010107,GO:0010248,GO:0010644,GO:0010765,GO:0010959,GO:0015075,GO:0015077,GO:0015079,GO:0015081,GO:0015318,GO:0015399,GO:0015405,GO:0015662,GO:0015672,GO:0016020,GO:0016021,GO:0016324,GO:0016462,GO:0016477,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0019725,GO:0019829,GO:0019899,GO:0022804,GO:0022853,GO:0022857,GO:0022890,GO:0022898,GO:0023052,GO:0030001,GO:0030003,GO:0030004,GO:0030007,GO:0030234,GO:0031224,GO:0031226,GO:0031647,GO:0032409,GO:0032411,GO:0032412,GO:0032414,GO:0032501,GO:0032781,GO:0032879,GO:0032991,GO:0034220,GO:0034762,GO:0034764,GO:0034765,GO:0034767,GO:0035637,GO:0035725,GO:0036376,GO:0040011,GO:0042391,GO:0042592,GO:0042623,GO:0042625,GO:0042626,GO:0043085,GO:0043266,GO:0043268,GO:0043269,GO:0043270,GO:0043462,GO:0043492,GO:0044057,GO:0044093,GO:0044424,GO:0044425,GO:0044459,GO:0044464,GO:0045177,GO:0046873,GO:0048518,GO:0048522,GO:0048870,GO:0048878,GO:0050789,GO:0050790,GO:0050794,GO:0050801,GO:0050821,GO:0050900,GO:0051049,GO:0051050,GO:0051117,GO:0051179,GO:0051234,GO:0051239,GO:0051336,GO:0051345,GO:0051674,GO:0055065,GO:0055067,GO:0055075,GO:0055078,GO:0055080,GO:0055082,GO:0055085,GO:0060589,GO:0060590,GO:0061337,GO:0065007,GO:0065008,GO:0065009,GO:0071804,GO:0071805,GO:0071944,GO:0086009,GO:0086064,GO:0086065,GO:0090533,GO:0090662,GO:0098533,GO:0098590,GO:0098655,GO:0098660,GO:0098662,GO:0098771,GO:0098772,GO:0098796,GO:0098797,GO:0099131,GO:0099132,GO:0140115,GO:1901016,GO:1901018,GO:1901379,GO:1901381,GO:1902305,GO:1902307,GO:1902494,GO:1902495,GO:1903276,GO:1903278,GO:1903286,GO:1903288,GO:1903522,GO:1904062,GO:1904064,GO:1904949,GO:1990351	-	ko:K01540	ko04022,ko04024,ko04260,ko04261,ko04911,ko04918,ko04919,ko04925,ko04960,ko04961,ko04964,ko04970,ko04971,ko04972,ko04973,ko04974,ko04976,ko04978,map04022,map04024,map04260,map04261,map04911,map04918,map04919,map04925,map04960,map04961,map04964,map04970,map04971,map04972,map04973,map04974,map04976,map04978	-	-	-	ko00000,ko00001,ko04090	3.A.3.1	-	-	Na_K-ATPase
Tadh-TriadG60773	10228.TriadP60773	3.72e-160	448.0	KOG1297@1|root,KOG1297@2759|Eukaryota,38YA5@33154|Opisthokonta,3BC8E@33208|Metazoa	33208|Metazoa	S	Folate-sensitive fragile site protein Fra10Ac1	FRA10AC1	-	-	ko:K13121	-	-	-	-	ko00000,ko03041	-	-	-	Fra10Ac1
Tadh-wf-g9771	7739.XP_002603789.1	9.09e-17	80.9	COG1132@1|root,KOG0054@2759|Eukaryota,38CH6@33154|Opisthokonta,3BDC6@33208|Metazoa,3CXM9@33213|Bilateria,47Z6D@7711|Chordata	33208|Metazoa	Q	Multidrug resistance-associated protein	ABCC4	GO:0001666,GO:0002576,GO:0003002,GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0006869,GO:0006887,GO:0006950,GO:0006979,GO:0006996,GO:0007275,GO:0007389,GO:0007444,GO:0007447,GO:0007450,GO:0007568,GO:0008150,GO:0008152,GO:0008340,GO:0008509,GO:0008514,GO:0009611,GO:0009628,GO:0009888,GO:0009953,GO:0009987,GO:0010035,GO:0010038,GO:0010043,GO:0010259,GO:0010876,GO:0012505,GO:0012506,GO:0015075,GO:0015103,GO:0015318,GO:0015399,GO:0015405,GO:0015562,GO:0015662,GO:0015698,GO:0015711,GO:0015718,GO:0015732,GO:0015849,GO:0015908,GO:0016020,GO:0016021,GO:0016043,GO:0016192,GO:0016323,GO:0016404,GO:0016462,GO:0016491,GO:0016614,GO:0016616,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022607,GO:0022804,GO:0022853,GO:0022857,GO:0030030,GO:0030031,GO:0030141,GO:0030659,GO:0030667,GO:0031088,GO:0031090,GO:0031224,GO:0031226,GO:0031410,GO:0031982,GO:0032309,GO:0032310,GO:0032501,GO:0032502,GO:0032940,GO:0033036,GO:0034059,GO:0034220,GO:0035220,GO:0035222,GO:0035295,GO:0036293,GO:0042060,GO:0042221,GO:0042623,GO:0042625,GO:0042626,GO:0042827,GO:0043225,GO:0043226,GO:0043227,GO:0043229,GO:0043492,GO:0044085,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0044782,GO:0045055,GO:0046688,GO:0046717,GO:0046903,GO:0046942,GO:0048190,GO:0048513,GO:0048731,GO:0048856,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0055114,GO:0060271,GO:0060429,GO:0070482,GO:0070925,GO:0071702,GO:0071715,GO:0071840,GO:0071944,GO:0090662,GO:0097708,GO:0098588,GO:0098590,GO:0098656,GO:0098660,GO:0098805,GO:0099131,GO:0099133,GO:0099503,GO:0120031,GO:0120036,GO:1901571	3.6.1.3	ko:K01509,ko:K05673,ko:K07374	ko00230,ko01523,ko02010,ko04024,ko04145,ko04210,ko04530,ko04540,ko04742,ko04976,ko05130,map00230,map01523,map02010,map04024,map04145,map04210,map04530,map04540,map04742,map04976,map05130	-	R00086	RC00002	ko00000,ko00001,ko01000,ko02000,ko03019,ko03036,ko04147,ko04812	3.A.1.208.7	-	-	ABC_membrane,ABC_tran
Tadh-TriadG60774	10228.TriadP60774	0.0	1053.0	COG1796@1|root,KOG2534@2759|Eukaryota,38C9S@33154|Opisthokonta,3BE7U@33208|Metazoa	33208|Metazoa	L	DNA nucleotidylexotransferase activity	DNTT	GO:0000228,GO:0000726,GO:0000785,GO:0000790,GO:0000791,GO:0001775,GO:0002200,GO:0002376,GO:0002377,GO:0002440,GO:0002520,GO:0002521,GO:0002566,GO:0003674,GO:0003824,GO:0003887,GO:0003912,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005737,GO:0005829,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006303,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007275,GO:0007584,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009605,GO:0009987,GO:0009991,GO:0010033,GO:0010243,GO:0014070,GO:0014074,GO:0016363,GO:0016445,GO:0016446,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0030097,GO:0030098,GO:0030154,GO:0030183,GO:0031667,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0033198,GO:0033554,GO:0034061,GO:0034399,GO:0034641,GO:0034645,GO:0034654,GO:0042113,GO:0042221,GO:0042493,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044444,GO:0044446,GO:0044454,GO:0044464,GO:0045321,GO:0046483,GO:0046649,GO:0046683,GO:0048513,GO:0048534,GO:0048731,GO:0048856,GO:0048869,GO:0050896,GO:0051716,GO:0070013,GO:0071704,GO:0071897,GO:0090304,GO:0140097,GO:1901360,GO:1901362,GO:1901576,GO:1901698,GO:1901700	2.7.7.31,2.7.7.7	ko:K00977,ko:K03513	ko03450,ko04640,map03450,map04640	-	-	-	ko00000,ko00001,ko01000,ko03400	-	-	-	BRCT,DNA_pol_B_palm,DNA_pol_B_thumb,DNA_pol_lambd_f,HHH_8
Tadh-TriadG60775	10228.TriadP60775	0.0	1236.0	COG0659@1|root,KOG0236@2759|Eukaryota,38C1D@33154|Opisthokonta,3BE0D@33208|Metazoa	33208|Metazoa	P	Sulfate transmembrane transporter activity. It is involved in the biological process described with sulfate transport	-	GO:0000003,GO:0003674,GO:0005215,GO:0005216,GO:0005253,GO:0005254,GO:0005310,GO:0005342,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006820,GO:0006821,GO:0006835,GO:0006873,GO:0006885,GO:0007610,GO:0007617,GO:0007618,GO:0007621,GO:0008150,GO:0008272,GO:0008509,GO:0008514,GO:0009987,GO:0015075,GO:0015103,GO:0015106,GO:0015108,GO:0015116,GO:0015267,GO:0015291,GO:0015297,GO:0015301,GO:0015318,GO:0015698,GO:0015701,GO:0015711,GO:0015849,GO:0016020,GO:0016021,GO:0019098,GO:0019531,GO:0019532,GO:0019725,GO:0019953,GO:0022414,GO:0022803,GO:0022804,GO:0022838,GO:0022857,GO:0030003,GO:0030004,GO:0030641,GO:0031224,GO:0031226,GO:0032501,GO:0032504,GO:0034220,GO:0042391,GO:0042592,GO:0044425,GO:0044459,GO:0044464,GO:0044703,GO:0045434,GO:0045924,GO:0046008,GO:0046942,GO:0046943,GO:0048609,GO:0048878,GO:0050801,GO:0051179,GO:0051234,GO:0051453,GO:0051704,GO:0055067,GO:0055080,GO:0055082,GO:0055085,GO:0060180,GO:0065007,GO:0065008,GO:0071702,GO:0071944,GO:0072348,GO:0098656,GO:0098660,GO:0098661,GO:0098771,GO:0099516,GO:1901682,GO:1902358,GO:1902476,GO:1903825,GO:1905039	-	ko:K14708	-	-	-	-	ko00000,ko02000	2.A.53.1	-	-	STAS,Sulfate_transp
Tadh-TriadG60776	10228.TriadP60776	2.68e-315	857.0	COG2124@1|root,KOG0157@2759|Eukaryota,39W7D@33154|Opisthokonta,3BGN5@33208|Metazoa	33208|Metazoa	IQ	Cytochrome P450	-	-	-	-	-	-	-	-	-	-	-	-	p450
