#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
XLOC-015596	6087.XP_002163929.2	7.83e-206	575.0	KOG0082@1|root,KOG0082@2759|Eukaryota,38E4Q@33154|Opisthokonta,3B9RI@33208|Metazoa	33208|Metazoa	DT	D5 dopamine receptor binding	cta	GO:0000902,GO:0000904,GO:0001664,GO:0001667,GO:0001703,GO:0002009,GO:0002064,GO:0002225,GO:0002682,GO:0002684,GO:0002697,GO:0002699,GO:0002700,GO:0002702,GO:0002759,GO:0002760,GO:0002784,GO:0002831,GO:0002833,GO:0002920,GO:0002922,GO:0003365,GO:0003371,GO:0003379,GO:0003380,GO:0003381,GO:0003382,GO:0003383,GO:0003384,GO:0003674,GO:0003824,GO:0003924,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005834,GO:0005886,GO:0005903,GO:0006355,GO:0006357,GO:0006928,GO:0006950,GO:0006952,GO:0006996,GO:0007010,GO:0007154,GO:0007163,GO:0007165,GO:0007186,GO:0007187,GO:0007188,GO:0007264,GO:0007265,GO:0007266,GO:0007275,GO:0007369,GO:0007398,GO:0007498,GO:0008150,GO:0008360,GO:0009605,GO:0009607,GO:0009620,GO:0009653,GO:0009790,GO:0009888,GO:0009889,GO:0009891,GO:0009893,GO:0009898,GO:0009987,GO:0010004,GO:0010468,GO:0010470,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016020,GO:0016043,GO:0016462,GO:0016476,GO:0016477,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0019219,GO:0019222,GO:0019897,GO:0019898,GO:0022603,GO:0022604,GO:0023052,GO:0030010,GO:0030029,GO:0030048,GO:0030154,GO:0030855,GO:0030952,GO:0031234,GO:0031253,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031526,GO:0031683,GO:0031752,GO:0032101,GO:0032103,GO:0032501,GO:0032502,GO:0032956,GO:0032970,GO:0032989,GO:0032991,GO:0033043,GO:0035556,GO:0040011,GO:0042074,GO:0042995,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043519,GO:0043900,GO:0043902,GO:0044424,GO:0044425,GO:0044459,GO:0044463,GO:0044464,GO:0044877,GO:0045893,GO:0045935,GO:0045944,GO:0045995,GO:0048383,GO:0048468,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0048598,GO:0048729,GO:0048856,GO:0048869,GO:0048870,GO:0050776,GO:0050778,GO:0050780,GO:0050789,GO:0050793,GO:0050794,GO:0050832,GO:0050896,GO:0051128,GO:0051171,GO:0051173,GO:0051179,GO:0051239,GO:0051252,GO:0051254,GO:0051493,GO:0051674,GO:0051704,GO:0051707,GO:0051716,GO:0060026,GO:0060027,GO:0060255,GO:0060429,GO:0065007,GO:0065008,GO:0070252,GO:0071840,GO:0071944,GO:0080090,GO:0098542,GO:0098552,GO:0098562,GO:0098590,GO:0098796,GO:0098797,GO:0098862,GO:0120025,GO:0120038,GO:1901244,GO:1902494,GO:1902680,GO:1903506,GO:1903508,GO:1905360,GO:2000026,GO:2000112,GO:2001141	-	ko:K04346	ko04010,ko04022,ko04071,ko04072,ko04270,ko04730,ko04810,ko05200,map04010,map04022,map04071,map04072,map04270,map04730,map04810,map05200	-	-	-	ko00000,ko00001,ko04031,ko04147	-	-	-	G-alpha
TRINITY-DN2766-c0-g1-i1	6087.XP_002160001.1	2.86e-108	321.0	KOG3011@1|root,KOG3011@2759|Eukaryota,38DU6@33154|Opisthokonta,3BAZP@33208|Metazoa	33208|Metazoa	O	transmembrane protein 189	TMEM189	GO:0000151,GO:0000209,GO:0003674,GO:0003824,GO:0004842,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0012505,GO:0016020,GO:0016021,GO:0016491,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0019899,GO:0031224,GO:0031371,GO:0031625,GO:0032446,GO:0032991,GO:0035370,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044389,GO:0044424,GO:0044425,GO:0044444,GO:0044464,GO:0055114,GO:0061630,GO:0061659,GO:0070534,GO:0070647,GO:0071704,GO:0080132,GO:0140096,GO:1901564,GO:1902494,GO:1990234	-	ko:K10704,ko:K20656	ko04624,map04624	-	-	-	ko00000,ko00001,ko03400,ko04131	-	-	-	TMEM189_B_dmain,UQ_con
TRINITY-DN2766-c0-g1-i2	6087.XP_002160001.1	1e-108	322.0	KOG3011@1|root,KOG3011@2759|Eukaryota,38DU6@33154|Opisthokonta,3BAZP@33208|Metazoa	33208|Metazoa	O	transmembrane protein 189	TMEM189	GO:0000151,GO:0000209,GO:0003674,GO:0003824,GO:0004842,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0012505,GO:0016020,GO:0016021,GO:0016491,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0019899,GO:0031224,GO:0031371,GO:0031625,GO:0032446,GO:0032991,GO:0035370,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044389,GO:0044424,GO:0044425,GO:0044444,GO:0044464,GO:0055114,GO:0061630,GO:0061659,GO:0070534,GO:0070647,GO:0071704,GO:0080132,GO:0140096,GO:1901564,GO:1902494,GO:1990234	-	ko:K10704,ko:K20656	ko04624,map04624	-	-	-	ko00000,ko00001,ko03400,ko04131	-	-	-	TMEM189_B_dmain,UQ_con
XLOC-017956	6087.XP_002160001.1	1e-108	322.0	KOG3011@1|root,KOG3011@2759|Eukaryota,38DU6@33154|Opisthokonta,3BAZP@33208|Metazoa	33208|Metazoa	O	transmembrane protein 189	TMEM189	GO:0000151,GO:0000209,GO:0003674,GO:0003824,GO:0004842,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0012505,GO:0016020,GO:0016021,GO:0016491,GO:0016567,GO:0016740,GO:0019538,GO:0019787,GO:0019899,GO:0031224,GO:0031371,GO:0031625,GO:0032446,GO:0032991,GO:0035370,GO:0036211,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044389,GO:0044424,GO:0044425,GO:0044444,GO:0044464,GO:0055114,GO:0061630,GO:0061659,GO:0070534,GO:0070647,GO:0071704,GO:0080132,GO:0140096,GO:1901564,GO:1902494,GO:1990234	-	ko:K10704,ko:K20656	ko04624,map04624	-	-	-	ko00000,ko00001,ko03400,ko04131	-	-	-	TMEM189_B_dmain,UQ_con
XLOC-006316	6087.XP_002162288.2	1.01e-48	172.0	COG0685@1|root,2QR1E@2759|Eukaryota,38E3T@33154|Opisthokonta	33154|Opisthokonta	E	Belongs to the peroxidase family	CCP1	GO:0000302,GO:0003674,GO:0003824,GO:0004130,GO:0004601,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005758,GO:0005829,GO:0006950,GO:0006979,GO:0008150,GO:0008152,GO:0009056,GO:0009636,GO:0009987,GO:0016209,GO:0016491,GO:0016684,GO:0016999,GO:0017001,GO:0017144,GO:0031967,GO:0031970,GO:0031974,GO:0031975,GO:0033554,GO:0034599,GO:0034614,GO:0042221,GO:0042737,GO:0042743,GO:0042744,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044248,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0050896,GO:0051186,GO:0051187,GO:0051716,GO:0055114,GO:0070013,GO:0070887,GO:0072593,GO:0097237,GO:0098754,GO:0098869,GO:1901700,GO:1901701,GO:1990748	1.11.1.11,1.11.1.5	ko:K00428,ko:K00434	ko00053,ko00480,map00053,map00480	-	R00644	RC00092	ko00000,ko00001,ko01000	-	-	iMM904.YKR066C	peroxidase
XLOC-041634	6087.XP_002158344.2	2.08e-314	880.0	KOG0586@1|root,KOG0586@2759|Eukaryota,38DPZ@33154|Opisthokonta,3BBR0@33208|Metazoa	33208|Metazoa	T	Map microtubule affinity-regulating kinase	-	-	2.7.11.1	ko:K08798	-	-	-	-	ko00000,ko01000,ko01001,ko04812	-	-	-	KA1,Pkinase,UBA
XLOC-031623	6087.XP_002155820.2	1.71e-54	180.0	COG0536@1|root,KOG1489@2759|Eukaryota,38BNZ@33154|Opisthokonta,3BCRZ@33208|Metazoa	33208|Metazoa	S	GTP-binding protein 10	GTPBP10	GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0031974,GO:0031981,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0070013	-	-	-	-	-	-	-	-	-	-	GTP1_OBG,MMR_HSR1
XLOC-036783	7070.TC010622-PA	8.27e-31	139.0	KOG1075@1|root,KOG1075@2759|Eukaryota	2759|Eukaryota	E	Ribonuclease H protein	-	-	-	-	-	-	-	-	-	-	-	-	Exo_endo_phos_2,PRE_C2HC,RVT_1
XLOC-023625	7029.ACYPI24702-PA	5.53e-31	131.0	KOG1075@1|root,KOG1075@2759|Eukaryota	7029.ACYPI24702-PA|-	E	Ribonuclease H protein	-	-	-	-	-	-	-	-	-	-	-	-	-
XLOC-036121	10029.NP_001231307.1	8.62e-165	509.0	COG5272@1|root,KOG0001@2759|Eukaryota,38ECC@33154|Opisthokonta,3B9NC@33208|Metazoa,3CXIG@33213|Bilateria,484F0@7711|Chordata,495KV@7742|Vertebrata,3J915@40674|Mammalia,35DY0@314146|Euarchontoglires,4Q604@9989|Rodentia	33208|Metazoa	O	Ubiquitin exists either covalently attached to another protein, or free (unanchored). When covalently bound, it is conjugated to target proteins via an isopeptide bond either as a monomer (monoubiquitin), a polymer linked via different Lys residues of the ubiquitin (polyubiquitin chains) or a linear polymer linked via the initiator Met of the ubiquitin (linear polyubiquitin chains). Polyubiquitin chains, when attached to a target protein, have different functions depending on the Lys residue of the ubiquitin that is linked Lys-6-linked may be involved in DNA repair	UBC	GO:0000122,GO:0000165,GO:0000187,GO:0000209,GO:0000715,GO:0000731,GO:0000902,GO:0001666,GO:0001932,GO:0001934,GO:0002020,GO:0002165,GO:0002218,GO:0002221,GO:0002224,GO:0002253,GO:0002376,GO:0002682,GO:0002684,GO:0002753,GO:0002755,GO:0002756,GO:0002757,GO:0002758,GO:0002764,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0005700,GO:0005704,GO:0005737,GO:0005739,GO:0005740,GO:0005741,GO:0005768,GO:0005783,GO:0005789,GO:0005829,GO:0005886,GO:0006139,GO:0006259,GO:0006281,GO:0006283,GO:0006289,GO:0006294,GO:0006296,GO:0006297,GO:0006301,GO:0006355,GO:0006357,GO:0006464,GO:0006468,GO:0006508,GO:0006511,GO:0006605,GO:0006625,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0006810,GO:0006886,GO:0006914,GO:0006928,GO:0006950,GO:0006974,GO:0006996,GO:0007017,GO:0007018,GO:0007031,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007178,GO:0007179,GO:0007249,GO:0007254,GO:0007267,GO:0007275,GO:0007399,GO:0007552,GO:0008104,GO:0008150,GO:0008152,GO:0008219,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009628,GO:0009653,GO:0009719,GO:0009791,GO:0009886,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009894,GO:0009966,GO:0009967,GO:0009968,GO:0009987,GO:0010008,GO:0010033,GO:0010468,GO:0010498,GO:0010556,GO:0010557,GO:0010558,GO:0010562,GO:0010604,GO:0010605,GO:0010608,GO:0010623,GO:0010628,GO:0010629,GO:0010646,GO:0010647,GO:0010648,GO:0010941,GO:0010942,GO:0010970,GO:0012501,GO:0012505,GO:0012506,GO:0015031,GO:0015833,GO:0016020,GO:0016032,GO:0016043,GO:0016055,GO:0016192,GO:0016197,GO:0016310,GO:0016567,GO:0016579,GO:0017015,GO:0018130,GO:0019058,GO:0019068,GO:0019219,GO:0019220,GO:0019221,GO:0019222,GO:0019438,GO:0019538,GO:0019867,GO:0019899,GO:0019941,GO:0019985,GO:0022008,GO:0022607,GO:0023014,GO:0023051,GO:0023052,GO:0023056,GO:0023057,GO:0030030,GO:0030139,GO:0030154,GO:0030162,GO:0030163,GO:0030182,GO:0030512,GO:0030522,GO:0030659,GO:0030666,GO:0030705,GO:0031090,GO:0031098,GO:0031145,GO:0031175,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031329,GO:0031347,GO:0031349,GO:0031386,GO:0031396,GO:0031398,GO:0031399,GO:0031401,GO:0031410,GO:0031966,GO:0031967,GO:0031968,GO:0031974,GO:0031975,GO:0031981,GO:0031982,GO:0031984,GO:0032147,GO:0032268,GO:0032270,GO:0032446,GO:0032501,GO:0032502,GO:0032989,GO:0032990,GO:0033036,GO:0033365,GO:0033554,GO:0033674,GO:0033683,GO:0034097,GO:0034613,GO:0034622,GO:0034641,GO:0034643,GO:0034645,GO:0034654,GO:0035069,GO:0035096,GO:0035556,GO:0035666,GO:0035872,GO:0036211,GO:0036293,GO:0036294,GO:0036297,GO:0036477,GO:0042175,GO:0042176,GO:0042221,GO:0042276,GO:0042325,GO:0042327,GO:0042391,GO:0042769,GO:0042886,GO:0042981,GO:0042995,GO:0043005,GO:0043025,GO:0043065,GO:0043066,GO:0043067,GO:0043068,GO:0043069,GO:0043085,GO:0043161,GO:0043170,GO:0043209,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043405,GO:0043406,GO:0043408,GO:0043410,GO:0043412,GO:0043487,GO:0043488,GO:0043549,GO:0043574,GO:0043618,GO:0043620,GO:0043632,GO:0043933,GO:0044085,GO:0044093,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044271,GO:0044297,GO:0044403,GO:0044419,GO:0044422,GO:0044424,GO:0044425,GO:0044427,GO:0044428,GO:0044429,GO:0044432,GO:0044433,GO:0044440,GO:0044444,GO:0044446,GO:0044464,GO:0044766,GO:0045088,GO:0045089,GO:0045184,GO:0045859,GO:0045860,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045937,GO:0045944,GO:0046483,GO:0046794,GO:0046907,GO:0047497,GO:0048468,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0048585,GO:0048666,GO:0048699,GO:0048707,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0050776,GO:0050778,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051090,GO:0051091,GO:0051092,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051179,GO:0051234,GO:0051246,GO:0051247,GO:0051252,GO:0051253,GO:0051254,GO:0051276,GO:0051338,GO:0051347,GO:0051403,GO:0051603,GO:0051606,GO:0051640,GO:0051641,GO:0051646,GO:0051649,GO:0051654,GO:0051656,GO:0051704,GO:0051716,GO:0051881,GO:0055085,GO:0060033,GO:0060255,GO:0060548,GO:0061013,GO:0061024,GO:0061136,GO:0061418,GO:0061919,GO:0065003,GO:0065004,GO:0065007,GO:0065008,GO:0065009,GO:0070013,GO:0070423,GO:0070482,GO:0070498,GO:0070555,GO:0070646,GO:0070647,GO:0070727,GO:0070848,GO:0070887,GO:0070911,GO:0070987,GO:0071310,GO:0071345,GO:0071347,GO:0071363,GO:0071453,GO:0071456,GO:0071495,GO:0071559,GO:0071560,GO:0071702,GO:0071704,GO:0071705,GO:0071824,GO:0071840,GO:0071897,GO:0071900,GO:0071902,GO:0071944,GO:0072384,GO:0072594,GO:0072662,GO:0072663,GO:0075733,GO:0080090,GO:0080134,GO:0090092,GO:0090101,GO:0090287,GO:0090288,GO:0090304,GO:0090305,GO:0097458,GO:0097708,GO:0098588,GO:0098687,GO:0098805,GO:0098827,GO:0099111,GO:0120025,GO:0120036,GO:0120039,GO:0198738,GO:1901214,GO:1901360,GO:1901362,GO:1901564,GO:1901565,GO:1901575,GO:1901576,GO:1901796,GO:1901798,GO:1902253,GO:1902255,GO:1902525,GO:1902527,GO:1902531,GO:1902533,GO:1902579,GO:1902679,GO:1902680,GO:1903050,GO:1903311,GO:1903320,GO:1903322,GO:1903362,GO:1903506,GO:1903507,GO:1903508,GO:1903844,GO:1903845,GO:1905114,GO:2000112,GO:2000113,GO:2001141,GO:2001233,GO:2001235,GO:2001242,GO:2001244	-	ko:K04551,ko:K08770	ko03320,ko04137,ko04144,ko05012,ko05167,map03320,map04137,map04144,map05012,map05167	-	-	-	ko00000,ko00001,ko04121,ko04147	-	-	-	ubiquitin
TRINITY-DN27729-c0-g2-i1	161934.XP_010669246.1	8.64e-11	66.6	COG5272@1|root,KOG0001@2759|Eukaryota,37K87@33090|Viridiplantae,3G7XW@35493|Streptophyta	35493|Streptophyta	O	Ubiquitin exists either covalently attached to another protein, or free (unanchored). When covalently bound, it is conjugated to target proteins via an isopeptide bond either as a monomer (monoubiquitin), a polymer linked via different Lys residues of the ubiquitin (polyubiquitin chains) or a linear polymer linked via the initiator Met of the ubiquitin (linear polyubiquitin chains). Polyubiquitin chains, when attached to a target protein, have different functions depending on the Lys residue of the ubiquitin that is linked	-	GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0019538,GO:0019941,GO:0030163,GO:0043170,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0051603,GO:0071704,GO:1901564,GO:1901565,GO:1901575	-	ko:K02927,ko:K08770	ko03010,ko03320,map03010,map03320	M00177,M00179	-	-	br01610,ko00000,ko00001,ko00002,ko03011,ko04121	-	-	-	ubiquitin
XLOC-003331	45351.EDO46598	6.85e-67	221.0	KOG0167@1|root,KOG0167@2759|Eukaryota,39UQN@33154|Opisthokonta,3BF0P@33208|Metazoa	33208|Metazoa	S	ubiquitin-protein transferase activity	RTDR1	-	-	-	-	-	-	-	-	-	-	-	Arm,Cnd1,HEAT,HEAT_2
XLOC-004649	10224.XP_006823373.1	5.16e-46	172.0	COG2124@1|root,KOG0156@2759|Eukaryota,38BSU@33154|Opisthokonta,3BC78@33208|Metazoa,3CRSA@33213|Bilateria	33208|Metazoa	Q	monooxygenase activity	-	-	1.14.14.1	ko:K07418	ko00590,ko00591,ko01100,ko04212,ko04726,ko04750,ko04913,map00590,map00591,map01100,map04212,map04726,map04750,map04913	-	R07042,R07043,R07044,R07045,R07046,R07048,R07050,R07051,R07052,R07055,R07056	RC01184,RC01710,RC01711,RC01723,RC01725	ko00000,ko00001,ko00199,ko01000	-	-	-	p450
XLOC-045454	10042.XP_006972704.1	2.38e-14	73.6	COG5126@1|root,KOG0027@2759|Eukaryota,38ETU@33154|Opisthokonta,3BAEQ@33208|Metazoa,3CUJJ@33213|Bilateria,481VF@7711|Chordata,48WHI@7742|Vertebrata,3JBHU@40674|Mammalia	33208|Metazoa	T	negative regulation of ryanodine-sensitive calcium-release channel activity	CALM3	GO:0003674,GO:0005488,GO:0005509,GO:0005515,GO:0005575,GO:0008022,GO:0008092,GO:0017022,GO:0019904,GO:0032991,GO:0043167,GO:0043169,GO:0046872,GO:0051401,GO:0097718	-	ko:K02183	ko04014,ko04015,ko04016,ko04020,ko04022,ko04024,ko04070,ko04114,ko04218,ko04261,ko04270,ko04371,ko04626,ko04713,ko04720,ko04722,ko04728,ko04740,ko04744,ko04745,ko04750,ko04910,ko04912,ko04915,ko04916,ko04921,ko04922,ko04924,ko04925,ko04970,ko04971,ko05010,ko05031,ko05034,ko05133,ko05152,ko05167,ko05200,ko05214,ko05418,map04014,map04015,map04016,map04020,map04022,map04024,map04070,map04114,map04218,map04261,map04270,map04371,map04626,map04713,map04720,map04722,map04728,map04740,map04744,map04745,map04750,map04910,map04912,map04915,map04916,map04921,map04922,map04924,map04925,map04970,map04971,map05010,map05031,map05034,map05133,map05152,map05167,map05200,map05214,map05418	-	-	-	ko00000,ko00001,ko01009,ko03036,ko04131,ko04147	-	-	-	EF-hand_1,EF-hand_8
TRINITY-DN2774-c0-g1-i1	6087.XP_004210416.1	2.05e-21	98.2	KOG3868@1|root,KOG3868@2759|Eukaryota,3AMCX@33154|Opisthokonta,3BTZY@33208|Metazoa	33208|Metazoa	C	Vacuolar ATP synthase subunit S1 (ATP6S1)	-	-	-	ko:K03662	ko00190,ko01100,ko04142,ko04145,ko05110,ko05120,ko05152,ko05161,ko05323,map00190,map01100,map04142,map04145,map05110,map05120,map05152,map05161,map05323	M00160	-	-	ko00000,ko00001,ko00002	3.A.2.2	-	-	ATP-synt_S1
XLOC-028208	6087.XP_004205475.1	4.86e-82	271.0	KOG1075@1|root,KOG1075@2759|Eukaryota,3AB3G@33154|Opisthokonta,3BQKC@33208|Metazoa	33208|Metazoa	O	Reverse transcriptase (RNA-dependent DNA polymerase)	-	-	-	ko:K10577	ko03013,ko04064,ko04120,ko05206,map03013,map04064,map04120,map05206	M00427	-	-	ko00000,ko00001,ko00002,ko03019,ko04121	-	-	-	RVT_1
XLOC-018750	7222.FBpp0151015	6.28e-40	145.0	KOG2579@1|root,KOG2579@2759|Eukaryota,38H7K@33154|Opisthokonta,3BHN9@33208|Metazoa,3DGP2@33213|Bilateria,41TX5@6656|Arthropoda,3SMB3@50557|Insecta,45B2R@7147|Diptera,45XT8@7214|Drosophilidae	33208|Metazoa	S	Fibrinogen-related domains (FReDs)	-	GO:0001932,GO:0001934,GO:0003674,GO:0005575,GO:0005576,GO:0005615,GO:0007154,GO:0007165,GO:0007166,GO:0007167,GO:0007169,GO:0007171,GO:0008047,GO:0008150,GO:0009893,GO:0009966,GO:0009967,GO:0009987,GO:0010469,GO:0010562,GO:0010604,GO:0010646,GO:0010647,GO:0010941,GO:0016043,GO:0019207,GO:0019209,GO:0019220,GO:0019222,GO:0019887,GO:0022607,GO:0023051,GO:0023052,GO:0023056,GO:0030234,GO:0030295,GO:0030296,GO:0030297,GO:0030545,GO:0030546,GO:0031323,GO:0031325,GO:0031399,GO:0031401,GO:0032147,GO:0032268,GO:0032270,GO:0033674,GO:0034622,GO:0042325,GO:0042327,GO:0042981,GO:0043066,GO:0043067,GO:0043069,GO:0043085,GO:0043549,GO:0043933,GO:0044085,GO:0044093,GO:0044421,GO:0045859,GO:0045860,GO:0045937,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048584,GO:0050730,GO:0050731,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051174,GO:0051246,GO:0051247,GO:0051338,GO:0051347,GO:0051716,GO:0060255,GO:0060548,GO:0061097,GO:0061098,GO:0065003,GO:0065007,GO:0065009,GO:0071840,GO:0080090,GO:0098772,GO:2000273	-	ko:K14325,ko:K22288	ko03013,ko03015,ko04979,map03013,map03015,map04979	M00430	-	-	ko00000,ko00001,ko00002,ko03019	-	-	-	Fibrinogen_C
TRINITY-DN2775-c0-g1-i4	6087.XP_002158309.2	1.61e-244	700.0	KOG2307@1|root,KOG2307@2759|Eukaryota,39RAX@33154|Opisthokonta,3B9U8@33208|Metazoa	33208|Metazoa	U	Golgi organization	COG2	GO:0000003,GO:0000139,GO:0003006,GO:0003674,GO:0005215,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005795,GO:0005802,GO:0005829,GO:0006403,GO:0006810,GO:0006888,GO:0006891,GO:0006996,GO:0007030,GO:0007275,GO:0007548,GO:0008104,GO:0008150,GO:0008406,GO:0008565,GO:0009653,GO:0009887,GO:0009987,GO:0010256,GO:0012505,GO:0015031,GO:0015833,GO:0015931,GO:0016020,GO:0016043,GO:0016192,GO:0017119,GO:0022414,GO:0030334,GO:0031090,GO:0031984,GO:0032501,GO:0032502,GO:0032588,GO:0032879,GO:0032991,GO:0033036,GO:0033227,GO:0035262,GO:0040012,GO:0042886,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044464,GO:0044877,GO:0045137,GO:0045184,GO:0046907,GO:0048193,GO:0048513,GO:0048608,GO:0048731,GO:0048856,GO:0050657,GO:0050658,GO:0050789,GO:0050794,GO:0051179,GO:0051234,GO:0051236,GO:0051270,GO:0051641,GO:0051649,GO:0061458,GO:0065007,GO:0071702,GO:0071705,GO:0071840,GO:0098588,GO:0098791,GO:0099023,GO:2000145	-	ko:K20289	-	-	-	-	ko00000,ko04131	-	-	-	COG2,DUF3510
TRINITY-DN27761-c0-g3-i1	7739.XP_002593074.1	3.13e-12	69.3	COG0514@1|root,KOG0351@2759|Eukaryota,39TH4@33154|Opisthokonta,3BHTD@33208|Metazoa,3CWXS@33213|Bilateria,480K2@7711|Chordata	33208|Metazoa	A	3'-flap-structured DNA binding	wrn-1	GO:0003674,GO:0003678,GO:0003824,GO:0004003,GO:0004386,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005694,GO:0006139,GO:0006259,GO:0006725,GO:0006807,GO:0006996,GO:0007275,GO:0007568,GO:0008026,GO:0008094,GO:0008150,GO:0008152,GO:0008340,GO:0009314,GO:0009628,GO:0009987,GO:0010212,GO:0010259,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0031974,GO:0031981,GO:0032392,GO:0032501,GO:0032502,GO:0032508,GO:0034641,GO:0035861,GO:0042623,GO:0043138,GO:0043140,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044237,GO:0044238,GO:0044260,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0048856,GO:0050896,GO:0051276,GO:0070013,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0090734,GO:0140097,GO:1901360	3.6.4.12	ko:K03654,ko:K10900	ko03018,map03018	-	-	-	ko00000,ko00001,ko01000,ko03032,ko03400	-	-	-	DEAD,HRDC,HTH_40,Helicase_C,RQC,RecQ_Zn_bind
XLOC-016317	118173.KB235914_gene3769	1.15e-13	72.0	COG4829@1|root,COG4829@2|Bacteria,1G8MH@1117|Cyanobacteria	1117|Cyanobacteria	Q	Muconolactone delta-isomerase	-	-	5.3.3.4	ko:K03464	ko00362,ko01100,ko01120,ko01220,map00362,map01100,map01120,map01220	M00568	R06990	RC01109	ko00000,ko00001,ko00002,ko01000	-	-	-	MIase
