gene_ids,uniprot_id,uniprot_genes
XLOC-024253#XLOC-024253,XLOC-024253#XLOC-024253,XLOC-024253#XLOC-024253
XLOC-024897#XLOC-024897,XLOC-024897#XLOC-024897,XLOC-024897#XLOC-024897
gene-evm.model.ptg000021l.249#gene-evm.model.ptg000021l.249,gene-evm.model.ptg000021l.249#gene-evm.model.ptg000021l.249,gene-evm.model.ptg000021l.249#gene-evm.model.ptg000021l.249
XLOC-024898#XLOC-024898,XLOC-024898#XLOC-024898,XLOC-024898#XLOC-024898
XLOC-024899#XLOC-024899,XLOC-024899#XLOC-024899,XLOC-024899#XLOC-024899
gene-evm.model.ptg000021l.253,gene-evm.model.ptg000021l.253,gene-evm.model.ptg000021l.253
XLOC-024902#XDH-CHICK#P47990,P47990,XDH
XLOC-024910#RIMB2-CHICK#Q8QFX1,Q8QFX1,RIMBP2
XLOC-024906#MIOX-DANRE#Q4V8T0,Q4V8T0,miox
XLOC-024903#XLOC-024903,XLOC-024903#XLOC-024903,XLOC-024903#XLOC-024903
XLOC-024259#XLOC-024259,XLOC-024259#XLOC-024259,XLOC-024259#XLOC-024259
XLOC-024907#AEDO-HUMAN#Q96SZ5,Q96SZ5,ADO
XLOC-024908#RFA1-HUMAN#P27694,P27694,RPA1
XLOC-024921#CF119-MOUSE#Q6NZQ0,Q6NZQ0,Cfap119
XLOC-024912#THTM-HUMAN#P25325,P25325,MPST
XLOC-024917#EHD3-MOUSE#Q9QXY6,Q9QXY6,Ehd3
gene-evm.model.ptg000021l.245,gene-evm.model.ptg000021l.245,gene-evm.model.ptg000021l.245
XLOC-024914#XLOC-024914,XLOC-024914#XLOC-024914,XLOC-024914#XLOC-024914
XLOC-024265#HPPD-DANRE#Q6TGZ5,Q6TGZ5,hpd
XLOC-024911#BACD3-HUMAN#Q9H3F6,Q9H3F6,KCTD10
gene-evm.model.ptg000021l.226,gene-evm.model.ptg000021l.226,gene-evm.model.ptg000021l.226
XLOC-024920#APBP2-HUMAN#Q92624,Q92624,APPBP2
XLOC-024923#TECT2-HUMAN#Q96GX1,Q96GX1,TCTN2
gene-evm.model.ptg000021l.199#GCN1-HUMAN#Q92616,Q92616,GCN1
XLOC-024915#XLOC-024915,XLOC-024915#XLOC-024915,XLOC-024915#XLOC-024915
XLOC-024271#ALF1-LETCA#P53445,P53445,XLOC-024271#ALF1-LETCA#P53445
XLOC-024260#RHOL-DROME#Q24192,Q24192,RhoL
XLOC-024916#HSC20-HUMAN#Q8IWL3,Q8IWL3,HSCB
gene-evm.model.ptg000021l.231#TXD17-MOUSE#Q9CQM5,Q9CQM5,Txndc17
XLOC-024261#DPOD4-BOVIN#Q3T0X9,Q3T0X9,POLD4
XLOC-024918#CBPD-HUMAN#O75976,O75976,CPD
gene-evm.model.ptg000021l.232#gene-evm.model.ptg000021l.232,gene-evm.model.ptg000021l.232#gene-evm.model.ptg000021l.232,gene-evm.model.ptg000021l.232#gene-evm.model.ptg000021l.232
gene-evm.model.ptg000021l.228,gene-evm.model.ptg000021l.228,gene-evm.model.ptg000021l.228
XLOC-024264#MND1-MOUSE#Q8K396,Q8K396,Mnd1
XLOC-024266#XLOC-024266,XLOC-024266#XLOC-024266,XLOC-024266#XLOC-024266
XLOC-024922#NPFF1-RAT#Q9EP86,Q9EP86,Npffr1
XLOC-024924#XLOC-024924,XLOC-024924#XLOC-024924,XLOC-024924#XLOC-024924
XLOC-024925#XLOC-024925,XLOC-024925#XLOC-024925,XLOC-024925#XLOC-024925
XLOC-024926#XLOC-024926,XLOC-024926#XLOC-024926,XLOC-024926#XLOC-024926
XLOC-024276#KKCC1-HUMAN#Q8N5S9,Q8N5S9,CAMKK1
XLOC-024927#MFSD6-MOUSE#Q8CBH5,Q8CBH5,Mfsd6
XLOC-024928#XLOC-024928,XLOC-024928#XLOC-024928,XLOC-024928#XLOC-024928
XLOC-024268#XLOC-024268,XLOC-024268#XLOC-024268,XLOC-024268#XLOC-024268
gene-evm.model.ptg000021l.212,gene-evm.model.ptg000021l.212,gene-evm.model.ptg000021l.212
XLOC-024270#RMND1-HUMAN#Q9NWS8,Q9NWS8,RMND1
gene-evm.model.ptg000021l.210#ALF1-LETCA#P53445,P53445,gene-evm.model.ptg000021l.210#ALF1-LETCA#P53445
gene-evm.model.ptg000021l.209,gene-evm.model.ptg000021l.209,gene-evm.model.ptg000021l.209
XLOC-024273#XLOC-024273,XLOC-024273#XLOC-024273,XLOC-024273#XLOC-024273
gene-evm.model.ptg000021l.207,gene-evm.model.ptg000021l.207,gene-evm.model.ptg000021l.207
XLOC-024933#HSF2B-MOUSE#Q9D4G2,Q9D4G2,Hsf2bp
XLOC-024274#RAD1-HUMAN#O60671,O60671,RAD1
XLOC-024275#TNG2-DROME#Q9VYA8,Q9VYA8,Tango2
XLOC-024934#GLOD4-MOUSE#Q9CPV4,Q9CPV4,Glod4
XLOC-024279#PKHA8-DANRE#Q5U3N0,Q5U3N0,plekha8
XLOC-024940#SBNO1-MOUSE#Q689Z5,Q689Z5,Sbno1
XLOC-024941#EIF3C-XENLA#Q4QR58,Q4QR58,eif3c
gene-evm.model.ptg000021l.198#gene-evm.model.ptg000021l.198,gene-evm.model.ptg000021l.198#gene-evm.model.ptg000021l.198,gene-evm.model.ptg000021l.198#gene-evm.model.ptg000021l.198
XLOC-024278#XLOC-024278,XLOC-024278#XLOC-024278,XLOC-024278#XLOC-024278
XLOC-024935#XLOC-024935,XLOC-024935#XLOC-024935,XLOC-024935#XLOC-024935
XLOC-024280#XLOC-024280,XLOC-024280#XLOC-024280,XLOC-024280#XLOC-024280
XLOC-024944#CYTSA-XENTR#Q2KN96,Q2KN96,specc1l
XLOC-024936#CDIPT-RAT#P70500,P70500,Cdipt
XLOC-024937#FMO5-HUMAN#P49326,P49326,FMO5
XLOC-024939#SPT4H-DANRE#Q6DGQ0,Q6DGQ0,supt4h1
XLOC-024281#ALKB4-HUMAN#Q9NXW9,Q9NXW9,ALKBH4
XLOC-024938#MLXPL-RAT#Q8VIP2,Q8VIP2,Mlxipl
XLOC-024282#XLOC-024282,XLOC-024282#XLOC-024282,XLOC-024282#XLOC-024282
XLOC-024283#SELB-MOUSE#Q9JHW4,Q9JHW4,Eefsec
XLOC-024301#RLA2-BRAFL#O01725,O01725,XLOC-024301#RLA2-BRAFL#O01725
XLOC-024942#KS6B1-BOVIN#Q6TJY3,Q6TJY3,RPS6KB1
XLOC-024284#PAE9-ARATH#B9DFR3,B9DFR3,PAE9
XLOC-024948#NIPS1-MOUSE#O55125,O55125,Nipsnap1
XLOC-024296#SRCAP-HUMAN#Q6ZRS2,Q6ZRS2,SRCAP
gene-evm.model.ptg000021l.181#DPH1-XENLA#Q6GPQ5,Q6GPQ5,dph1
XLOC-024943#XAF1-HUMAN#Q6GPH4,Q6GPH4,XAF1
XLOC-024289#CF251-HUMAN#Q8TBY9,Q8TBY9,CFAP251
XLOC-024954#COR1C-HUMAN#Q9ULV4,Q9ULV4,CORO1C
XLOC-024947#XLOC-024947,XLOC-024947#XLOC-024947,XLOC-024947#XLOC-024947
XLOC-024950#NUDT9-HUMAN#Q9BW91,Q9BW91,NUDT9
gene-evm.model.ptg000021l.179#VKORL-TAKRU#Q6TEK8,Q6TEK8,vkorc1l1
XLOC-024946#VKORL-TAKRU#Q6TEK8,Q6TEK8,vkorc1l1
XLOC-024961#XLOC-024961,XLOC-024961#XLOC-024961,XLOC-024961#XLOC-024961
gene-evm.model.ptg000021l.175#PEPM-MYTED#P56839,P56839,gene-evm.model.ptg000021l.175#PEPM-MYTED#P56839
XLOC-024292#BUP1-HUMAN#Q9UBR1,Q9UBR1,UPB1
XLOC-024951#NDUS8-PONAB#P0CB97,P0CB97,NDUFS8
XLOC-024295#XLOC-024295,XLOC-024295#XLOC-024295,XLOC-024295#XLOC-024295
XLOC-024285#MET23-XENLA#Q6DJF8,Q6DJF8,mettl23
XLOC-024287#XLOC-024287,XLOC-024287#XLOC-024287,XLOC-024287#XLOC-024287
XLOC-024949#XLOC-024949,XLOC-024949#XLOC-024949,XLOC-024949#XLOC-024949
XLOC-024290#TM17B-DANRE#A5D6V4,A5D6V4,Tmem17b
XLOC-024952#XLOC-024952,XLOC-024952#XLOC-024952,XLOC-024952#XLOC-024952
gene-evm.model.ptg000021l.167#TEKT1-HUMAN#Q969V4,Q969V4,TEKT1
gene-evm.model.ptg000021l.143#STX-APLCA#Q16932,Q16932,gene-evm.model.ptg000021l.143#STX-APLCA#Q16932
XLOC-024293#XLOC-024293,XLOC-024293#XLOC-024293,XLOC-024293#XLOC-024293
XLOC-024958#ARK72-MOUSE#Q8CG76,Q8CG76,Akr7a2
XLOC-024955#NSMA3-DANRE#Q6PFJ7,Q6PFJ7,smpd4
gene-evm.model.ptg000021l.148-1#SBSPO-MOUSE#Q3UPR9,Q3UPR9,Sbspon
XLOC-024957#SETD6-SALSA#C0H8I2,C0H8I2,setd6
novel-gene-chr7-11632#novel-gene-chr7-11632,novel-gene-chr7-11632#novel-gene-chr7-11632,novel-gene-chr7-11632#novel-gene-chr7-11632
XLOC-024968#RNFT2-MOUSE#Q3UF64,Q3UF64,Rnft2
XLOC-024964#MUL1-MOUSE#Q8VCM5,Q8VCM5,Mul1
XLOC-024963#MED21-DANRE#Q7ZTI5,Q7ZTI5,med21
XLOC-024959#CYTSA-XENTR#Q2KN96,Q2KN96,specc1l
XLOC-024971#FUT9-RAT#Q99JB3,Q99JB3,Fut9
XLOC-024298#XLOC-024298,XLOC-024298#XLOC-024298,XLOC-024298#XLOC-024298
gene-evm.model.ptg000021l.153#gene-evm.model.ptg000021l.153,gene-evm.model.ptg000021l.153#gene-evm.model.ptg000021l.153,gene-evm.model.ptg000021l.153#gene-evm.model.ptg000021l.153
XLOC-024960#TRM2A-MOUSE#Q8BNV1,Q8BNV1,Trmt2a
XLOC-024305#AR6P4-DANRE#Q502P0,Q502P0,arl6ip4
XLOC-024300#XLOC-024300,XLOC-024300#XLOC-024300,XLOC-024300#XLOC-024300
XLOC-024306#AGRIN-HUMAN#O00468,O00468,AGRN
XLOC-024307#XLOC-024307,XLOC-024307#XLOC-024307,XLOC-024307#XLOC-024307
XLOC-024969#TPC11-CHICK#Q5ZI89,Q5ZI89,TRAPPC11
gene-evm.model.ptg000021l.139#AR6P4-DANRE#Q502P0,Q502P0,arl6ip4
XLOC-024309#S15A4-BOVIN#A6QQL0,A6QQL0,SLC15A4
gene-evm.model.ptg000021l.145,gene-evm.model.ptg000021l.145,gene-evm.model.ptg000021l.145
XLOC-024308#ROGDI-DANRE#Q7ZVT5,Q7ZVT5,rogdi
XLOC-024965#ESS2-HUMAN#Q96DF8,Q96DF8,ESS2
XLOC-024304#XLOC-024304,XLOC-024304#XLOC-024304,XLOC-024304#XLOC-024304
XLOC-024966#SBDS-XENTR#Q6DIT8,Q6DIT8,sbds
gene-evm.model.ptg000021l.127-1#TAOK3-XENLA#Q6DD27,Q6DD27,taok3
gene-evm.model.ptg000021l.136-1,gene-evm.model.ptg000021l.136-1,gene-evm.model.ptg000021l.136-1
XLOC-024973#XLOC-024973,XLOC-024973#XLOC-024973,XLOC-024973#XLOC-024973
XLOC-024312#RM18-MOUSE#Q9CQL5,Q9CQL5,Mrpl18
gene-evm.model.ptg000021l.124#U119B-HUMAN#A6NIH7,A6NIH7,UNC119B
gene-evm.model.ptg000021l.116#IF4H-HUMAN#Q15056,Q15056,EIF4H
XLOC-024314#XLOC-024314,XLOC-024314#XLOC-024314,XLOC-024314#XLOC-024314
XLOC-024976#SRR1L-HUMAN#Q9UH36,Q9UH36,SRRD
XLOC-024970#XLOC-024970,XLOC-024970#XLOC-024970,XLOC-024970#XLOC-024970
XLOC-024310#XLOC-024310,XLOC-024310#XLOC-024310,XLOC-024310#XLOC-024310
XLOC-024319#UBE3B-XENTR#Q08CZ0,Q08CZ0,ube3b
gene-evm.model.ptg000021l.129,gene-evm.model.ptg000021l.129,gene-evm.model.ptg000021l.129
XLOC-024323#RDGB-DROME#P43125,P43125,rdgB
XLOC-024321#ACOX2-ARATH#O65201,O65201,ACX2
gene-evm.model.ptg000021l.117#UFD1-RAT#Q9ES53,Q9ES53,Ufd1
XLOC-024975#DCTP1-HUMAN#Q9H773,Q9H773,DCTPP1
XLOC-024311#U119B-HUMAN#A6NIH7,A6NIH7,UNC119B
gene-evm.model.ptg000021l.122#gene-evm.model.ptg000021l.122,gene-evm.model.ptg000021l.122#gene-evm.model.ptg000021l.122,gene-evm.model.ptg000021l.122#gene-evm.model.ptg000021l.122
XLOC-024313#XLOC-024313,XLOC-024313#XLOC-024313,XLOC-024313#XLOC-024313
XLOC-024977#THTM-HUMAN#P25325,P25325,MPST
XLOC-024316#LRC43-MACFA#Q95JT3,Q95JT3,LRRC43
XLOC-024328#CLU-XENTR#Q0IHW8,Q0IHW8,cluh
XLOC-024985#HINFP-HUMAN#Q9BQA5,Q9BQA5,HINFP
XLOC-024979#XLOC-024979,XLOC-024979#XLOC-024979,XLOC-024979#XLOC-024979
XLOC-024980#FCN1-RAT#Q9WTS8,Q9WTS8,Fcn1
XLOC-024325#PDIP2-HUMAN#Q9Y2S7,Q9Y2S7,POLDIP2
XLOC-024320#XLOC-024320,XLOC-024320#XLOC-024320,XLOC-024320#XLOC-024320
XLOC-024322#YM54-YEAST#Q04336,Q04336,YMR196W
XLOC-024992#ATS12-HUMAN#P58397,P58397,ADAMTS12
XLOC-024990#MD13L-HUMAN#Q71F56,Q71F56,MED13L
XLOC-024981#TBX3-CHICK#O73718,O73718,TBX3
XLOC-024988#CHFR-DANRE#A5WW08,A5WW08,chfr
XLOC-024982#CUED1-MOUSE#Q8R3V6,Q8R3V6,Cuedc1
XLOC-024983#XLOC-024983,XLOC-024983#XLOC-024983,XLOC-024983#XLOC-024983
XLOC-024984#B4GT1-MOUSE#P15535,P15535,B4galt1
XLOC-024986#XLOC-024986,XLOC-024986#XLOC-024986,XLOC-024986#XLOC-024986
XLOC-024326#SIM14-HUMAN#Q96QK8,Q96QK8,SMIM14
XLOC-024327#XLOC-024327,XLOC-024327#XLOC-024327,XLOC-024327#XLOC-024327
XLOC-024336#GGT1-RAT#P07314,P07314,Ggt1
XLOC-024994#ZNRF3-XENTR#Q08D68,Q08D68,znrf3
gene-evm.model.ptg000021l.97,gene-evm.model.ptg000021l.97,gene-evm.model.ptg000021l.97
XLOC-024991#SPPL3-HUMAN#Q8TCT6,Q8TCT6,SPPL3
XLOC-024993#GNB1L-HUMAN#Q9BYB4,Q9BYB4,GNB1L
XLOC-024331#TCHP-XENLA#A0AUT1,A0AUT1,tchp
XLOC-024999#XLOC-024999,XLOC-024999#XLOC-024999,XLOC-024999#XLOC-024999
XLOC-024344#DNJA1-HUMAN#P31689,P31689,DNAJA1
XLOC-024347#MEP1A-RAT#Q64230,Q64230,Mep1a
gene-evm.model.ptg000021l.73#BCKD-HUMAN#O14874,O14874,BCKDK
XLOC-024995#SLP1-SCHPO#P78972,P78972,slp1
XLOC-024345#CCHCR-PONPY#Q8HZ58,Q8HZ58,CCHCR1
XLOC-024349#NAS13-CAEEL#Q20191,Q20191,nas-13
gene-evm.model.ptg000021l.77#GGT1-RAT#P07314,P07314,Ggt1
XLOC-024330#SERB-BOVIN#Q2KHU0,Q2KHU0,PSPH
XLOC-024342#XLOC-024342,XLOC-024342#XLOC-024342,XLOC-024342#XLOC-024342
XLOC-024353#PHF12-MOUSE#Q5SPL2,Q5SPL2,Phf12
XLOC-024329#XLOC-024329,XLOC-024329#XLOC-024329,XLOC-024329#XLOC-024329
XLOC-024348#MLRP2-ACRMI#B3EWZ6,B3EWZ6,XLOC-024348#MLRP2-ACRMI#B3EWZ6
XLOC-024997#OPN4L-DANRE#Q1JPS6,Q1JPS6,opn4l
XLOC-024354#ARPC3-BOVIN#Q3T035,Q3T035,ARPC3
XLOC-024339#XLOC-024339,XLOC-024339#XLOC-024339,XLOC-024339#XLOC-024339
XLOC-024351#NAS13-CAEEL#Q20191,Q20191,nas-13
XLOC-024335#MOD5-MOUSE#Q80UN9,Q80UN9,Trit1
XLOC-024334#FCN1-RAT#Q9WTS8,Q9WTS8,Fcn1
XLOC-024350#NAS6-CAEEL#Q9U3S9,Q9U3S9,nas-6
XLOC-024333#FCN1-RAT#Q9WTS8,Q9WTS8,Fcn1
XLOC-025000#MOONR-HUMAN#Q2KHM9,Q2KHM9,KIAA0753
XLOC-025001#XLOC-025001,XLOC-025001#XLOC-025001,XLOC-025001#XLOC-025001
XLOC-025005#NAS13-CAEEL#Q20191,Q20191,nas-13
XLOC-025002#RIPL-DROME#O76878,O76878,Rilpl
gene-evm.model.ptg000021l.76,gene-evm.model.ptg000021l.76,gene-evm.model.ptg000021l.76
gene-evm.model.ptg000021l.72-1,gene-evm.model.ptg000021l.72-1,gene-evm.model.ptg000021l.72-1
XLOC-025003#NSH1-CAEEL#Q9XWN7,Q9XWN7,Y43F8C.13
XLOC-024367#SNF5-CHICK#Q5ZK40,Q5ZK40,SMARCB1
XLOC-024340#MRM1-MOUSE#Q99J25,Q99J25,Mrm1
gene-evm.model.ptg000021l.74-1,gene-evm.model.ptg000021l.74-1,gene-evm.model.ptg000021l.74-1
gene-evm.model.ptg000021l.53#PRP8-HUMAN#Q6P2Q9,Q6P2Q9,PRPF8
XLOC-024343#XLOC-024343,XLOC-024343#XLOC-024343,XLOC-024343#XLOC-024343
XLOC-024346#PRP19-BOVIN#Q08E38,Q08E38,PRPF19
gene-evm.model.ptg000021l.61,gene-evm.model.ptg000021l.61,gene-evm.model.ptg000021l.61
XLOC-024356#EI2BA-MOUSE#Q99LC8,Q99LC8,Eif2b1
XLOC-025004#CNTD1-MOUSE#Q9D995,Q9D995,Cntd1
gene-evm.model.ptg000021l.55,gene-evm.model.ptg000021l.55,gene-evm.model.ptg000021l.55
gene-evm.model.ptg000021l.54,gene-evm.model.ptg000021l.54,gene-evm.model.ptg000021l.54
XLOC-025009#UN93A-XENLA#Q6DDL7,Q6DDL7,unc93a
XLOC-025017#CP3AO-SHEEP#Q29496,Q29496,CYP3A24
XLOC-025014#CHI1-RHIOL#P29026,P29026,CHI1
XLOC-024357#ARBK1-MESAU#Q64682,Q64682,GRK2
XLOC-025015#P2RX4-RAT#P51577,P51577,P2rx4
XLOC-024361#SAM15-HUMAN#Q9P1V8,Q9P1V8,SAMD15
XLOC-024358#XLOC-024358,XLOC-024358#XLOC-024358,XLOC-024358#XLOC-024358
XLOC-025010#HMCN1-HUMAN#Q96RW7,Q96RW7,HMCN1
gene-evm.model.ptg000021l.48#ARBK1-MESAU#Q64682,Q64682,GRK2
gene-evm.model.ptg000021l.49#gene-evm.model.ptg000021l.49,gene-evm.model.ptg000021l.49#gene-evm.model.ptg000021l.49,gene-evm.model.ptg000021l.49#gene-evm.model.ptg000021l.49
gene-evm.model.ptg000021l.37#ACOX3-RAT#Q63448,Q63448,Acox3
XLOC-025019#ACOX3-RAT#Q63448,Q63448,Acox3
XLOC-024362#XLOC-024362,XLOC-024362#XLOC-024362,XLOC-024362#XLOC-024362
XLOC-025012#G2L2L-XENLA#A0A1L8HFX9,A0A1L8HFX9,gas2l2.L
XLOC-024380#OGFD2-DANRE#A3KGZ2,A3KGZ2,ogfod2
XLOC-024375#XLOC-024375,XLOC-024375#XLOC-024375,XLOC-024375#XLOC-024375
XLOC-024383#XLOC-024383,XLOC-024383#XLOC-024383,XLOC-024383#XLOC-024383
XLOC-024359#XLOC-024359,XLOC-024359#XLOC-024359,XLOC-024359#XLOC-024359
XLOC-025013#STYL1-HUMAN#Q9Y6J8,Q9Y6J8,STYXL1
XLOC-024365#TIM22-RAT#Q9JKW1,Q9JKW1,Timm22
XLOC-024360#XLOC-024360,XLOC-024360#XLOC-024360,XLOC-024360#XLOC-024360
XLOC-025024#SART3-PONAB#Q5REG1,Q5REG1,SART3
gene-evm.model.ptg000021l.17,gene-evm.model.ptg000021l.17,gene-evm.model.ptg000021l.17
XLOC-024370#PROD-CAEEL#O45228,O45228,prdh-1
XLOC-025016#ZNHI3-MOUSE#Q9CQK1,Q9CQK1,Znhit3
gene-evm.model.ptg000021l.39-1,gene-evm.model.ptg000021l.39-1,gene-evm.model.ptg000021l.39-1
gene-evm.model.ptg000021l.38-1,gene-evm.model.ptg000021l.38-1,gene-evm.model.ptg000021l.38-1
XLOC-024368#PK2L2-HUMAN#Q9NZM6,Q9NZM6,PKD2L2
XLOC-024374#XLOC-024374,XLOC-024374#XLOC-024374,XLOC-024374#XLOC-024374
XLOC-024364#XLOC-024364,XLOC-024364#XLOC-024364,XLOC-024364#XLOC-024364
XLOC-025020#TRAF4-MOUSE#Q61382,Q61382,Traf4
XLOC-025021#PKRI1-XENLA#Q6GNG8,Q6GNG8,prkrip1
gene-evm.model.ptg000021l.20#GIT2-HUMAN#Q14161,Q14161,GIT2
XLOC-025022#XLOC-025022,XLOC-025022#XLOC-025022,XLOC-025022#XLOC-025022
XLOC-024381#NUP88-DANRE#A2CEI4,A2CEI4,nup88
XLOC-024371#XLOC-024371,XLOC-024371#XLOC-024371,XLOC-024371#XLOC-024371
XLOC-024378#LR74A-HUMAN#Q0VAA2,Q0VAA2,LRRC74A
XLOC-024379#XLOC-024379,XLOC-024379#XLOC-024379,XLOC-024379#XLOC-024379
XLOC-025031#XLOC-025031,XLOC-025031#XLOC-025031,XLOC-025031#XLOC-025031
gene-evm.model.ptg000021l.24#ACDSB-RAT#P70584,P70584,Acadsb
XLOC-024376#ZDH8B-DANRE#A2CEX1,A2CEX1,zdhhc8b
XLOC-024372#GIT2-HUMAN#Q14161,Q14161,GIT2
XLOC-025026#CD2B2-MOUSE#Q9CWK3,Q9CWK3,Cd2bp2
XLOC-024373#XLOC-024373,XLOC-024373#XLOC-024373,XLOC-024373#XLOC-024373
XLOC-025033#THOC5-HUMAN#Q13769,Q13769,THOC5
XLOC-025034#RAN-XENLA#P52301,P52301,ran
XLOC-025032#CC157-MOUSE#Q5SPX1,Q5SPX1,Ccdc157
XLOC-025029#YPEL1-CHLAE#Q65Z59,Q65Z59,YPEL1
XLOC-025030#DHX37-HUMAN#Q8IY37,Q8IY37,DHX37
XLOC-024377#XLOC-024377,XLOC-024377#XLOC-024377,XLOC-024377#XLOC-024377
XLOC-025035#MALT1-MOUSE#Q2TBA3,Q2TBA3,Malt1
XLOC-025569#SH3G1-CHICK#Q8AXV0,Q8AXV0,SH3GL1
XLOC-025575#ITIH1-PIG#Q29052,Q29052,ITIH1
XLOC-025036#XLOC-025036,XLOC-025036#XLOC-025036,XLOC-025036#XLOC-025036
XLOC-025577#TCPG-XENLA#P50143,P50143,cct3
XLOC-025570#XLOC-025570,XLOC-025570#XLOC-025570,XLOC-025570#XLOC-025570
gene-evm.model.ptg000038l.87#N2F1B-DANRE#Q6PH18,Q6PH18,nr2f1b
XLOC-025586#LARP6-MOUSE#Q8BN59,Q8BN59,Larp6
gene-evm.model.ptg000038l.94#SH3G3-HUMAN#Q99963,Q99963,SH3GL3
XLOC-025572#XLOC-025572,XLOC-025572#XLOC-025572,XLOC-025572#XLOC-025572
XLOC-025571#XLOC-025571,XLOC-025571#XLOC-025571,XLOC-025571#XLOC-025571
XLOC-025573#DMXL1-MOUSE#Q6PNC0,Q6PNC0,Dmxl1
XLOC-025038#PAPP1-HUMAN#Q13219,Q13219,PAPPA
XLOC-025044#KLF13-HUMAN#Q9Y2Y9,Q9Y2Y9,KLF13
XLOC-025574#N2F1B-DANRE#Q6PH18,Q6PH18,nr2f1b
XLOC-025039#XLOC-025039,XLOC-025039#XLOC-025039,XLOC-025039#XLOC-025039
XLOC-025578#TRI18-RAT#P82458,P82458,Mid1
gene-evm.model.ptg000038l.78-1#PDE8B-HUMAN#O95263,O95263,PDE8B
XLOC-025583#XLOC-025583,XLOC-025583#XLOC-025583,XLOC-025583#XLOC-025583
XLOC-025040#COT1-MOUSE#Q60632,Q60632,Nr2f1
XLOC-025042#FRDA-MOUSE#O35943,O35943,Fxn
XLOC-025579#HERC1-HUMAN#Q15751,Q15751,HERC1
XLOC-025050#XLOC-025050,XLOC-025050#XLOC-025050,XLOC-025050#XLOC-025050
gene-evm.model.ptg000038l.74#gene-evm.model.ptg000038l.74,gene-evm.model.ptg000038l.74#gene-evm.model.ptg000038l.74,gene-evm.model.ptg000038l.74#gene-evm.model.ptg000038l.74
XLOC-025584#SMC5-HUMAN#Q8IY18,Q8IY18,SMC5
XLOC-025588#RGRF1-HUMAN#Q13972,Q13972,RASGRF1
XLOC-025043#XLOC-025043,XLOC-025043#XLOC-025043,XLOC-025043#XLOC-025043
XLOC-025048#XLOC-025048,XLOC-025048#XLOC-025048,XLOC-025048#XLOC-025048
XLOC-025582#XLOC-025582,XLOC-025582#XLOC-025582,XLOC-025582#XLOC-025582
XLOC-025587#SCN1-HETBL#Q05973,Q05973,XLOC-025587#SCN1-HETBL#Q05973
XLOC-025590#SERIC-NEMVE#A7S4N4,A7S4N4,serinc
XLOC-025585#XLOC-025585,XLOC-025585#XLOC-025585,XLOC-025585#XLOC-025585
XLOC-025049#XLOC-025049,XLOC-025049#XLOC-025049,XLOC-025049#XLOC-025049
XLOC-025591#REEP5-BOVIN#Q29RM3,Q29RM3,REEP5
XLOC-025059#TSP1-XENLA#P35448,P35448,thbs1
XLOC-025595#VPS45-HUMAN#Q9NRW7,Q9NRW7,VPS45
XLOC-025592#GBA2-RAT#Q5M868,Q5M868,Gba2
XLOC-025058#SRR-BOVIN#A0JNI4,A0JNI4,SRR
XLOC-025052#SFR1-RAT#Q6TXG9,Q6TXG9,Sfr1
XLOC-025589#XLOC-025589,XLOC-025589#XLOC-025589,XLOC-025589#XLOC-025589
XLOC-025054#XLOC-025054,XLOC-025054#XLOC-025054,XLOC-025054#XLOC-025054
gene-evm.model.ptg000038l.57,gene-evm.model.ptg000038l.57,gene-evm.model.ptg000038l.57
gene-evm.model.ptg000038l.56-1,gene-evm.model.ptg000038l.56-1,gene-evm.model.ptg000038l.56-1
XLOC-025064#SNX27-MOUSE#Q3UHD6,Q3UHD6,Snx27
XLOC-025065#XLOC-025065,XLOC-025065#XLOC-025065,XLOC-025065#XLOC-025065
XLOC-025593#RN180-MOUSE#Q3U827,Q3U827,Rnf180
XLOC-025057#XLOC-025057,XLOC-025057#XLOC-025057,XLOC-025057#XLOC-025057
XLOC-025069#M10B1-DANRE#Q1LXK4,Q1LXK4,mov10b.1
XLOC-025597#IQCH-HUMAN#Q86VS3,Q86VS3,IQCH
XLOC-025061#XLOC-025061,XLOC-025061#XLOC-025061,XLOC-025061#XLOC-025061
XLOC-025062#XLOC-025062,XLOC-025062#XLOC-025062,XLOC-025062#XLOC-025062
XLOC-025063#OSTF1-BOVIN#Q8MJ50,Q8MJ50,OSTF1
XLOC-025066#CTSR2-HUMAN#Q96P56,Q96P56,CATSPER2
gene-evm.model.ptg000038l.41,gene-evm.model.ptg000038l.41,gene-evm.model.ptg000038l.41
XLOC-025068#M10B1-DANRE#Q1LXK4,Q1LXK4,mov10b.1
XLOC-025596#XLOC-025596,XLOC-025596#XLOC-025596,XLOC-025596#XLOC-025596
XLOC-025070#XLOC-025070,XLOC-025070#XLOC-025070,XLOC-025070#XLOC-025070
XLOC-025071#TRM13-HUMAN#Q9NUP7,Q9NUP7,TRMT13
gene-evm.model.ptg000038l.28#gene-evm.model.ptg000038l.28,gene-evm.model.ptg000038l.28#gene-evm.model.ptg000038l.28,gene-evm.model.ptg000038l.28#gene-evm.model.ptg000038l.28
XLOC-025079#RS17-ICTPU#Q90YQ6,Q90YQ6,rps17
XLOC-025072#XLOC-025072,XLOC-025072#XLOC-025072,XLOC-025072#XLOC-025072
XLOC-025073#XLOC-025073,XLOC-025073#XLOC-025073,XLOC-025073#XLOC-025073
